Column1,lat,long,address,closestMRTStation,distToMRTStation,timeToMRTStation,MRTStationsIn10km
607,1.310988047,103.7715851,C'WEALTH AVE WEST 415,Dover,0.968,11.61666667,48
608,1.311389416,103.7670932,CLEMENTI AVE 3 459,Clementi,0.517,6.216666667,39
609,1.314639131,103.7647977,CLEMENTI AVE 3 441A,Clementi,0.193,2.316666667,42
610,1.303737481,103.7678382,CLEMENTI WEST ST 1 613,Clementi,1.899,22.78333333,34
611,1.30676076,103.7623631,CLEMENTI WEST ST 2 706,Clementi,1.448,17.38333333,31
612,1.30360871,103.7633591,CLEMENTI WEST ST 2 724,Clementi,1.743,20.91666667,30
613,1.321501158,103.7622287,CLEMENTI AVE 6 206,Clementi,0.939,11.26666667,41
614,1.323545133,103.7713288,CLEMENTI ST 13 115,Clementi,1.956,23.46666667,45
615,1.323216054,103.7711261,CLEMENTI ST 13 111,Clementi,1.871,22.45,45
616,1.321656498,103.8854234,ALJUNIED CRES 96,Aljunied,0.935,11.21666667,80
617,1.329393305,103.8869775,BALAM RD 32,MacPherson,0.658,7.9,88
618,1.324208514,103.8854669,CIRCUIT RD 52,Mattar,0.64,7.683333333,84
619,1.320418047,103.8850987,ALJUNIED CRES 112,Aljunied,0.829,9.95,80
620,1.319392918,103.8844399,ALJUNIED CRES 109,Aljunied,0.665,7.983333333,80
621,1.32170329,103.8861957,ALJUNIED CRES 95,Aljunied,0.966,11.6,80
622,1.320922753,103.883352,ALJUNIED CRES 101,Aljunied,0.776,9.3,79
623,1.309820509,103.8850722,CASSIA CRES 36,Mountbatten,0.621,7.45,67
624,1.327676959,103.8862647,CIRCUIT RD 40,MacPherson,0.571,6.85,87
625,1.324884483,103.8855714,CIRCUIT RD 50,Mattar,0.562,6.75,85
626,1.329320824,103.8880717,CIRCUIT RD 18A,MacPherson,0.509,6.116666667,88
627,1.329026079,103.8869308,CIRCUIT RD 36,MacPherson,0.575,6.9,88
628,1.325848576,103.8879265,CIRCUIT RD 67,MacPherson,0.453,5.45,89
629,1.329181051,103.8882484,CIRCUIT RD 18B,MacPherson,0.475,5.7,88
630,1.325132403,103.8856108,CIRCUIT RD 49,Mattar,0.577,6.933333333,85
631,1.329404348,103.889197,CIRCUIT RD 18D,MacPherson,0.4,4.8,91
632,1.325552536,103.8865328,CIRCUIT RD 60,MacPherson,0.568,6.816666667,87
633,1.325775271,103.8857036,CIRCUIT RD 47,Mattar,0.562,6.75,86
634,1.325014662,103.886456,CIRCUIT RD 58,MacPherson,0.633,7.6,85
635,1.323741518,103.9043603,EUNOS CRES 18,Eunos,0.612,7.35,78
636,1.321107539,103.9013726,EUNOS CRES 35,Eunos,0.281,3.366666667,75
637,1.322994312,103.9044498,EUNOS CRES 16,Eunos,0.528,6.333333333,76
638,1.323779951,103.9023304,EUNOS CRES 24,Eunos,0.519,6.233333333,76
639,1.323403316,103.9023757,EUNOS CRES 25,Eunos,0.469,5.633333333,77
640,1.317443878,103.8863737,GEYLANG EAST AVE 1 125,Aljunied,0.529,6.35,75
641,1.318309195,103.887754,GEYLANG EAST AVE 1 128,Aljunied,0.757,9.083333333,76
642,1.31443382,103.8960612,HAIG RD 9,Paya Lebar,0.698,8.366666667,73
643,1.312101244,103.8971871,HAIG RD 4,Paya Lebar,0.96,11.51666667,72
644,1.308404778,103.8873475,OLD AIRPORT RD 95,Dakota,0.226,2.716666667,67
645,1.316855329,103.8755513,SIMS DR 41,Kallang,0.943,11.31666667,74
646,1.316900139,103.8803281,SIMS PL 52,Aljunied,0.405,4.866666667,74
647,1.317823747,103.8800776,SIMS PL 53,Aljunied,0.508,6.1,77
648,1.316595079,103.8795456,SIMS PL 63,Aljunied,0.482,5.783333333,75
649,1.33002587,103.9009954,UBI AVE 1 302,Ubi,0.3,3.6,84
650,1.329552569,103.9012286,UBI AVE 1 304,Ubi,0.39,4.666666667,82
651,1.320068866,103.8828181,ALJUNIED CRES 104,Aljunied,0.623,7.483333333,79
652,1.32968233,103.885408,BALAM RD 31,Mattar,0.724,8.683333333,88
653,1.329940023,103.8891891,CIRCUIT RD 17B,MacPherson,0.438,5.266666667,91
654,1.329296909,103.8887926,CIRCUIT RD 18C,MacPherson,0.387,4.65,90
655,1.32740031,103.8872036,CIRCUIT RD 65,MacPherson,0.439,5.283333333,88
656,1.322286559,103.9027205,EUNOS CRES 10,Eunos,0.339,4.066666667,76
657,1.318072851,103.8970875,EUNOS RD 5 417,Paya Lebar,0.51,6.116666667,74
658,1.317556995,103.8871303,GEYLANG EAST AVE 1 126,Aljunied,0.617,7.416666667,75
659,1.318211531,103.8847523,GEYLANG EAST CTRL 120,Aljunied,0.588,7.05,79
660,1.313669795,103.8960696,HAIG RD 8,Paya Lebar,0.729,8.75,72
661,1.308946249,103.8883889,JLN DUA 97,Dakota,0.142,1.7,71
662,1.321925016,103.8828604,PAYA LEBAR WAY 121,Aljunied,0.851,10.21666667,80
663,1.32319474,103.8873506,PIPIT RD 92,MacPherson,0.702,8.433333333,83
664,1.32385645,103.8875854,PIPIT RD 54,MacPherson,0.609,7.316666667,85
665,1.316235211,103.8768812,SIMS DR 44,Aljunied,0.797,9.583333333,74
666,1.32615026,103.9005275,UBI AVE 1 348,Ubi,0.681,8.183333333,82
667,1.329060222,103.9038994,UBI AVE 1 313,Ubi,0.722,8.666666667,80
668,1.328805271,103.9042805,UBI AVE 1 320,Ubi,0.769,9.233333333,80
669,1.326460633,103.902007,UBI AVE 1 339,Ubi,0.83,9.966666667,79
670,1.328033656,103.9043983,UBI AVE 1 323,Ubi,0.792,9.516666667,79
671,1.32845731,103.9032746,UBI AVE 1 318,Ubi,0.63,7.566666667,80
672,1.32690473,103.9039977,UBI AVE 1 327,Ubi,0.799,9.583333333,78
673,1.319976747,103.8844393,ALJUNIED CRES 110,Aljunied,0.73,8.766666667,80
674,1.324306375,103.9021606,EUNOS CRES 23,Eunos,0.564,6.766666667,77
675,1.318594196,103.8996802,EUNOS RD 5 411,Eunos,0.537,6.45,73
676,1.3164399,103.8854576,GEYLANG EAST AVE 1 133,Aljunied,0.443,5.316666667,75
677,1.381916946,103.8798037,BUANGKOK CRES 986A,Fernvale,1.763,21.15,62
678,1.379392242,103.8782839,BUANGKOK GREEN 987B,Fernvale,1.887,22.63333333,66
679,1.353744081,103.8861593,HOUGANG AVE 1 122,Kovan,1.11,13.31666667,84
680,1.352224105,103.8856885,HOUGANG AVE 1 126,Kovan,1.262,15.15,84
681,1.349555169,103.8892769,HOUGANG AVE 1 174B,Kovan,1.785,21.41666667,86
682,1.352765258,103.8878761,HOUGANG AVE 1 115,Kovan,1.256,15.06666667,85
683,1.354964463,103.8908551,HOUGANG AVE 1 102,Kovan,1.144,13.71666667,83
684,1.352908458,103.8889723,HOUGANG AVE 1 114,Kovan,1.315,15.78333333,87
685,1.354421811,103.8885578,HOUGANG AVE 1 112,Kovan,1.172,14.06666667,85
686,1.365758495,103.8897201,HOUGANG AVE 2 702,Kovan,0.92,11.05,78
687,1.365512261,103.8920855,HOUGANG AVE 3 24,Hougang,0.974,11.7,75
688,1.35916575,103.8915243,HOUGANG AVE 3 247,Kovan,0.939,11.26666667,80
689,1.360165215,103.8927117,HOUGANG AVE 3 252,Kovan,0.987,11.85,79
690,1.364285424,103.8904679,HOUGANG AVE 3 22,Kovan,0.874,10.48333333,78
691,1.374025687,103.8828041,HOUGANG AVE 4 661,Hougang,1.386,16.63333333,67
692,1.366809108,103.895756,HOUGANG AVE 5 308,Hougang,0.798,9.566666667,74
693,1.368743698,103.8967971,HOUGANG AVE 5 328,Hougang,0.684,8.2,72
694,1.365217405,103.8947713,HOUGANG AVE 5 313,Hougang,1.02,12.23333333,74
695,1.371437365,103.8812611,HOUGANG AVE 8 644,Hougang,1.524,18.28333333,71
696,1.371759944,103.881456,HOUGANG AVE 8 645,Hougang,1.56,18.71666667,71
697,1.370513873,103.8823235,HOUGANG AVE 8 623,Hougang,1.393,16.71666667,71
698,1.37009813,103.8816713,HOUGANG AVE 8 625,Hougang,1.517,18.21666667,72
699,1.372172878,103.8846458,HOUGANG AVE 8 674,Hougang,1.081,12.98333333,69
700,1.357795405,103.8836531,HOUGANG ST 21 201,Kovan,0.409,4.916666667,83
701,1.357388977,103.8921679,HOUGANG ST 22 242,Kovan,1.182,14.18333333,80
702,1.356422666,103.8906517,HOUGANG ST 22 240,Kovan,0.988,11.85,82
703,1.376161791,103.8855498,HOUGANG ST 61 688,Hougang,1.411,16.93333333,65
704,1.369284513,103.8971346,UPP SERANGOON RD 365C,Hougang,0.92,11.05,68
705,1.370514348,103.8971327,UPP SERANGOON RD 364B,Hougang,0.758,9.1,71
706,1.376760382,103.9040504,UPP SERANGOON VIEW 476A,Kangkar,1.1,13.2,65
707,1.385045999,103.8811666,BUANGKOK CRES 997A,Renjong,2.467,29.6,58
708,1.385530182,103.8815879,BUANGKOK CRES 997C,Renjong,2.414,28.96666667,58
709,1.379887784,103.8783849,BUANGKOK GREEN 987A,Fernvale,1.905,22.85,66
710,1.381982707,103.8812177,BUANGKOK LINK 984A,Fernvale,1.83,21.96666667,61
711,1.351604901,103.889849,HOUGANG AVE 1 169,Kovan,1.5,18,86
712,1.358195574,103.8887835,HOUGANG AVE 1 234,Kovan,0.694,8.333333333,83
713,1.371273153,103.8886196,HOUGANG AVE 10 512,Hougang,0.575,6.9,73
714,1.374501798,103.8957096,HOUGANG AVE 10 413,Hougang,0.856,10.28333333,68
715,1.372746401,103.8890425,HOUGANG AVE 10 516,Hougang,0.585,7.016666667,68
716,1.364923196,103.8893795,HOUGANG AVE 2 704,Kovan,0.789,9.466666667,80
717,1.370677344,103.885941,HOUGANG AVE 4 606,Hougang,0.963,11.56666667,71
718,1.371232979,103.886918,HOUGANG AVE 4 602,Hougang,0.789,9.466666667,72
719,1.376068365,103.8911253,HOUGANG AVE 6 532,Hougang,0.723,8.683333333,64
720,1.374772767,103.8940506,HOUGANG AVE 6 422,Hougang,0.736,8.833333333,67
721,1.377528001,103.8936032,HOUGANG AVE 8 435,Buangkok,0.7,8.4,65
722,1.373749444,103.8972462,HOUGANG AVE 8 468,Hougang,1.013,12.16666667,68
723,1.373482598,103.8874635,HOUGANG AVE 8 503,Hougang,0.901,10.81666667,68
724,1.370612712,103.8792091,HOUGANG AVE 8 636,Kovan,1.787,21.45,74
725,1.373072872,103.8968575,HOUGANG AVE 8 467,Hougang,0.933,11.18333333,68
726,1.372765724,103.8876188,HOUGANG AVE 8 506,Hougang,0.807,9.683333333,68
727,1.369486756,103.8847894,HOUGANG AVE 8 613,Hougang,1.146,13.75,73
728,1.372126215,103.8797935,HOUGANG AVE 8 648,Hougang,1.76,21.11666667,72
729,1.379131967,103.8935308,HOUGANG AVE 8 440,Buangkok,0.514,6.166666667,63
730,1.377814521,103.8912801,HOUGANG AVE 8 540,Buangkok,0.784,9.416666667,63
731,1.372519645,103.8848302,HOUGANG AVE 8 673,Hougang,1.044,12.53333333,68
732,1.376128653,103.8948313,HOUGANG AVE 8 419,Hougang,0.966,11.6,65
733,1.377093166,103.8778672,HOUGANG AVE 9 963,Fernvale,2.116,25.38333333,70
734,1.375584516,103.8835163,HOUGANG AVE 9 918,Hougang,1.495,17.93333333,66
735,1.37008345,103.8907953,HOUGANG CTRL 836,Hougang,0.293,3.516666667,73
736,1.36931023,103.8915253,HOUGANG CTRL 837,Hougang,0.392,4.716666667,73
737,1.352653389,103.8802927,HOUGANG ST 11 155,Serangoon,1.022,12.26666667,89
738,1.352538494,103.8787026,HOUGANG ST 11 161,Serangoon,0.796,9.55,89
739,1.378919421,103.8917786,HOUGANG ST 51 546,Buangkok,0.581,6.966666667,63
740,1.378488498,103.8907222,HOUGANG ST 51 551,Buangkok,0.747,8.966666667,62
741,1.381272409,103.8884351,HOUGANG ST 51 566,Renjong,0.813,9.766666667,62
742,1.378161861,103.89069,HOUGANG ST 51 550,Buangkok,0.785,9.416666667,62
743,1.378491093,103.8890064,HOUGANG ST 51 567,Buangkok,1.16,13.93333333,63
744,1.376932057,103.885697,HOUGANG ST 61 690,Buangkok,1.434,17.21666667,64
745,1.378888443,103.8828273,HOUGANG ST 91 910,Renjong,1.5,18,63
746,1.37356291,103.8791847,HOUGANG ST 92 941,Hougang,1.981,23.76666667,70
747,1.352231111,103.8842401,LOR AH SOO 139,Kovan,1.374,16.5,85
748,1.351597423,103.8842605,LOR AH SOO 138,Kovan,1.346,16.16666667,86
749,1.35302664,103.8828876,LOR AH SOO 142,Kovan,1.146,13.76666667,86
750,1.375182544,103.900406,UPP SERANGOON CRES 475D,Kangkar,1.347,16.16666667,65
751,1.378010013,103.9010708,UPP SERANGOON CRES 471B,Kangkar,1.105,13.26666667,65
752,1.376673718,103.9019541,UPP SERANGOON CRES 473D,Kangkar,1.114,13.36666667,65
753,1.378930838,103.9009883,UPP SERANGOON CRES 470B,Kangkar,1.004,12.06666667,63
754,1.369617218,103.8966128,UPP SERANGOON RD 365D,Hougang,0.837,10.05,71
755,1.377949571,103.904346,UPP SERANGOON VIEW 476C,Kangkar,0.992,11.9,64
756,1.385901568,103.881387,BUANGKOK CRES 997B,Renjong,2.417,29,58
757,1.382373758,103.8809546,BUANGKOK LINK 984D,Fernvale,1.744,20.93333333,61
758,1.382095015,103.8806127,BUANGKOK LINK 984B,Fernvale,1.745,20.95,61
759,1.373326125,103.8953862,HOUGANG AVE 10 408,Hougang,0.745,8.95,68
760,1.362822217,103.8910466,HOUGANG AVE 3 16,Kovan,0.95,11.4,77
761,1.370009081,103.8960577,HOUGANG AVE 5 362,Hougang,0.592,7.1,73
762,1.366269896,103.8980294,HOUGANG AVE 5 320,Hougang,0.919,11.03333333,71
763,1.371276006,103.8800587,HOUGANG AVE 8 641,Hougang,1.65,19.8,72
764,1.376472216,103.8938221,HOUGANG AVE 8 434,Buangkok,0.845,10.15,65
765,1.374912942,103.8842937,HOUGANG AVE 9 916,Hougang,1.34,16.08333333,65
766,1.362681961,103.8903913,HOUGANG ST 31 373,Kovan,0.861,10.33333333,78
767,1.375920656,103.8891903,HOUGANG ST 52 699,Buangkok,1.222,14.66666667,64
768,1.378229936,103.8796963,HOUGANG ST 91 971,Renjong,1.912,22.95,67
769,1.37849281,103.8840164,HOUGANG ST 91 912,Renjong,1.411,16.93333333,63
770,1.374744873,103.8792971,HOUGANG ST 92 937,Hougang,1.855,22.25,70
771,1.376298403,103.9002208,UPP SERANGOON CRES 475A,Kangkar,1.378,16.53333333,65
772,1.377328452,103.9042122,UPP SERANGOON VIEW 476B,Kangkar,1.034,12.41666667,64
773,1.378780982,103.8951536,HOUGANG AVE 10 449,Buangkok,0.729,8.75,63
774,1.377481141,103.8954304,HOUGANG AVE 10 455,Buangkok,1.025,12.3,65
775,1.378793011,103.8942817,HOUGANG AVE 8 446,Buangkok,0.632,7.583333333,64
776,1.368613604,103.8849379,HOUGANG AVE 8 615,Hougang,1.127,13.51666667,73
777,1.369826072,103.8793174,HOUGANG AVE 8 633,Kovan,1.682,20.2,75
778,1.377752166,103.8786653,HOUGANG AVE 9 961,Renjong,2.088,25.06666667,68
779,1.375251968,103.888186,HOUGANG ST 52 698C,Hougang,1.116,13.4,66
780,1.376966938,103.8792235,HOUGANG ST 91 959,Hougang,2.058,24.7,68
781,1.351492286,103.8832399,LOR AH SOO 145,Serangoon,1.33,15.96666667,87
782,1.348658234,103.7317895,JURONG EAST ST 32 372,Chinese Garden,0.943,11.33333333,31
783,1.350554953,103.7300291,JURONG EAST AVE 1 330,Chinese Garden,1.142,13.7,30
784,1.3420865,103.7368257,JURONG EAST ST 21 225A,Chinese Garden,0.64,7.683333333,35
785,1.344518043,103.7386303,JURONG EAST ST 24 257,Chinese Garden,0.996,11.96666667,35
786,1.342585466,103.7423192,JURONG EAST ST 24 244,Bukit Batok,1.294,15.51666667,37
787,1.342064065,103.7433067,JURONG EAST ST 24 243,Bukit Batok,1.151,13.81666667,38
788,1.343188358,103.7367858,JURONG EAST ST 24 253,Chinese Garden,0.689,8.283333333,35
789,1.344495689,103.7404011,JURONG EAST ST 24 261,Chinese Garden,1.195,14.35,36
790,1.34404145,103.7355001,JURONG EAST ST 32 301,Chinese Garden,0.693,8.316666667,35
791,1.346034329,103.7328505,JURONG EAST ST 32 315,Chinese Garden,0.659,7.916666667,35
792,1.348308359,103.7319199,JURONG EAST ST 32 371,Chinese Garden,0.895,10.75,31
793,1.319009211,103.7474331,PANDAN GDNS 410,Jurong East,2.093,25.13333333,37
794,1.32189197,103.7375516,TEBAN GDNS RD 55,Jurong East,2.922,35.06666667,28
795,1.322542265,103.7375607,TEBAN GDNS RD 57,Jurong East,2.833,34,30
796,1.319974503,103.7427392,TEBAN GDNS RD 36,Jurong East,2.172,26.06666667,36
797,1.349207558,103.7312561,JURONG EAST AVE 1 341,Chinese Garden,0.923,11.08333333,31
798,1.337890377,103.7424281,JURONG EAST ST 21 207,Jurong East,0.692,8.3,38
799,1.339967623,103.7380411,JURONG EAST ST 21 217,Chinese Garden,0.813,9.75,36
800,1.3384364,103.7426669,JURONG EAST ST 21 208,Jurong East,0.767,9.2,38
801,1.341714031,103.7367332,JURONG EAST ST 21 224,Chinese Garden,0.605,7.266666667,35
802,1.347989423,103.7304582,JURONG EAST ST 31 319,Chinese Garden,0.841,10.1,31
803,1.346914645,103.7321743,JURONG EAST ST 32 312,Chinese Garden,0.689,8.283333333,33
804,1.320083149,103.7472473,PANDAN GDNS 414,Jurong East,1.942,23.3,37
805,1.323680649,103.7391562,TEBAN GDNS RD 21,Jurong East,2.709,32.51666667,32
806,1.323079294,103.7377911,TEBAN GDNS RD 25,Jurong East,2.765,33.18333333,31
807,1.323496353,103.7378842,TEBAN GDNS RD 24,Jurong East,2.759,33.11666667,31
808,1.320822826,103.7390755,TEBAN GDNS RD 30,Jurong East,2.604,31.25,32
809,1.321968839,103.7392259,TEBAN GDNS RD 65,Jurong East,2.571,30.85,32
810,1.350126617,103.7306879,JURONG EAST AVE 1 340,Chinese Garden,1.081,12.98333333,31
811,1.339707633,103.7346978,JURONG EAST ST 13 116,Chinese Garden,0.529,6.366666667,36
812,1.33640567,103.7430754,JURONG EAST ST 21 201,Jurong East,0.508,6.1,39
813,1.34434378,103.7417961,JURONG EAST ST 24 263,Bukit Batok,1.268,15.21666667,36
814,1.346006527,103.7320798,JURONG EAST ST 32 316,Chinese Garden,0.556,6.666666667,35
815,1.320329641,103.7493901,PANDAN GDNS 403,Jurong East,2.253,27.03333333,40
816,1.322755244,103.7386581,TEBAN GDNS RD 60,Jurong East,2.642,31.7,32
817,1.341229743,103.7461194,TOH GUAN RD 270,Bukit Batok,1.354,16.25,39
818,1.340708117,103.7447023,TOH GUAN RD 265,Bukit Batok,1.196,14.35,39
819,1.338468625,103.7438082,JURONG EAST ST 21 287A,Jurong East,0.787,9.45,38
820,1.339530845,103.7378094,JURONG EAST ST 21 216,Chinese Garden,0.768,9.216666667,36
821,1.347833885,103.709071,BOON LAY DR 180B,Boon Lay,1.524,18.28333333,21
822,1.353357993,103.7198291,JURONG WEST ST 42 560A,Lakeside,1.408,16.91666667,29
823,1.345057736,103.7106998,BOON LAY AVE 187,Boon Lay,1.282,15.38333333,24
824,1.346405382,103.7107771,BOON LAY AVE 185,Boon Lay,1.437,17.25,24
825,1.349726616,103.7108305,BOON LAY AVE 217B,Boon Lay,1.646,19.75,24
826,1.34561977,103.711613,BOON LAY AVE 186,Boon Lay,1.391,16.7,24
827,1.348793505,103.7084177,BOON LAY DR 181B,Boon Lay,1.632,19.58333333,21
828,1.347003674,103.7142164,BOON LAY PL 208,Lakeside,1.075,12.9,27
829,1.349459342,103.7128403,BOON LAY PL 213,Lakeside,1.372,16.46666667,27
830,1.349016642,103.7121786,BOON LAY PL 214,Lakeside,1.492,17.91666667,26
831,1.346257972,103.7151547,BOON LAY PL 209,Lakeside,0.885,10.63333333,28
832,1.348241225,103.7140979,BOON LAY PL 211,Lakeside,1.179,14.15,28
833,1.346586096,103.7135684,BOON LAY PL 207,Lakeside,1.136,13.63333333,27
834,1.335407648,103.724261,HO CHING RD 120,Lakeside,1.438,17.26666667,27
835,1.348208883,103.7263578,JURONG WEST AVE 1 484,Lakeside,1.218,14.61666667,30
836,1.340280167,103.707599,JURONG WEST CTRL 3 698C,Boon Lay,0.38,4.55,20
837,1.341091608,103.7080237,JURONG WEST CTRL 3 698A,Boon Lay,0.479,5.75,23
838,1.347716112,103.7250871,JURONG WEST ST 41 477,Lakeside,1.093,13.11666667,30
839,1.352393583,103.7157595,JURONG WEST ST 42 544,Lakeside,1.302,15.61666667,29
840,1.347792672,103.7195911,JURONG WEST ST 52 511,Lakeside,0.689,8.266666667,29
841,1.347316362,103.7163296,JURONG WEST ST 52 525,Lakeside,0.805,9.666666667,29
842,1.348321604,103.7169558,JURONG WEST ST 52 528,Lakeside,0.849,10.18333333,29
843,1.338757037,103.722157,KANG CHING RD 339D,Lakeside,0.984,11.81666667,29
844,1.337699664,103.7227903,TAH CHING RD 337A,Lakeside,1.143,13.71666667,29
845,1.333184498,103.7243543,TAO CHING RD 113,Lakeside,1.696,20.35,24
846,1.328437977,103.7237959,YUAN CHING RD 138C,Lakeside,2.276,27.3,23
847,1.335704025,103.7240782,YUAN CHING RD 121,Lakeside,1.415,16.98333333,27
848,1.350327074,103.7108889,BOON LAY AVE 218B,Lakeside,1.696,20.35,24
849,1.348656806,103.7090974,BOON LAY AVE 183C,Boon Lay,1.653,19.83333333,23
850,1.348617948,103.7097377,BOON LAY AVE 183A,Boon Lay,1.624,19.48333333,23
851,1.349092894,103.7090415,BOON LAY AVE 183D,Boon Lay,1.729,20.75,23
852,1.343403195,103.7136861,BOON LAY DR 197C,Lakeside,0.957,11.48333333,28
853,1.345100452,103.7069117,BOON LAY DR 263,Boon Lay,1.106,13.28333333,20
854,1.34567943,103.7065993,BOON LAY DR 265,Boon Lay,1.126,13.51666667,20
855,1.337891083,103.7196814,CORPORATION DR 366,Lakeside,1.273,15.26666667,28
856,1.339534196,103.7191669,CORPORATION DR 349,Lakeside,0.992,11.91666667,29
857,1.333889396,103.7233061,HO CHING RD 111,Lakeside,1.61,19.31666667,24
858,1.351953808,103.7193967,JURONG WEST AVE 1 444,Lakeside,1.274,15.3,29
859,1.341748418,103.7047943,JURONG WEST CTRL 1 686A,Boon Lay,0.588,7.05,19
860,1.341770677,103.7063128,JURONG WEST CTRL 1 691,Boon Lay,0.565,6.783333333,21
861,1.347353056,103.7253204,JURONG WEST ST 41 483,Lakeside,1.123,13.48333333,29
862,1.349848562,103.722671,JURONG WEST ST 41 466,Lakeside,1.108,13.3,29
863,1.347353174,103.7239522,JURONG WEST ST 41 478,Lakeside,0.97,11.65,30
864,1.352290539,103.7152464,JURONG WEST ST 42 545,Lakeside,1.394,16.73333333,29
865,1.353424941,103.7214427,JURONG WEST ST 42 401,Lakeside,1.6,19.21666667,28
866,1.353922892,103.7225057,JURONG WEST ST 42 404,Lakeside,1.706,20.46666667,28
867,1.35429411,103.7197551,JURONG WEST ST 42 561A,Lakeside,1.531,18.38333333,29
868,1.352700205,103.7152171,JURONG WEST ST 42 546,Lakeside,1.401,16.81666667,29
869,1.353722571,103.7252027,JURONG WEST ST 42 411,Lakeside,1.812,21.73333333,29
870,1.351878748,103.7185016,JURONG WEST ST 42 451,Lakeside,1.239,14.88333333,29
871,1.346592544,103.7172476,JURONG WEST ST 52 521,Lakeside,0.653,7.85,29
872,1.34852829,103.7197812,JURONG WEST ST 52 510,Lakeside,0.779,9.366666667,29
873,1.338028458,103.6973568,JURONG WEST ST 61 649A,Pioneer,0.161,1.95,16
874,1.337071716,103.6982607,JURONG WEST ST 61 651B,Pioneer,0.285,3.416666667,17
875,1.340327579,103.6982473,JURONG WEST ST 61 623,Pioneer,0.513,6.15,17
876,1.336205595,103.7041774,JURONG WEST ST 64 660B,Boon Lay,0.457,5.483333333,19
877,1.339206416,103.7033975,JURONG WEST ST 64 664A,Boon Lay,0.405,4.866666667,19
878,1.33835413,103.7035857,JURONG WEST ST 64 664B,Boon Lay,0.313,3.75,19
879,1.344265182,103.7012495,JURONG WEST ST 65 673A,Boon Lay,1.125,13.5,17
880,1.336409713,103.7024789,JURONG WEST ST 65 659D,Boon Lay,0.571,6.866666667,18
881,1.34092565,103.7005614,JURONG WEST ST 65 617,Pioneer,0.8,9.6,17
882,1.338844407,103.7023394,JURONG WEST ST 65 663D,Boon Lay,0.523,6.283333333,19
883,1.341758561,103.7014904,JURONG WEST ST 65 667A,Boon Lay,0.832,9.983333333,17
884,1.346793767,103.6989013,JURONG WEST ST 73 744,Pioneer,1.494,17.91666667,15
885,1.346155209,103.7011694,JURONG WEST ST 75 735,Boon Lay,1.198,14.38333333,17
886,1.341175181,103.6864521,JURONG WEST ST 91 909,Pioneer,1.665,19.98333333,10
887,1.340344128,103.6878422,JURONG WEST ST 91 917,Pioneer,1.398,16.76666667,10
888,1.34108919,103.6878703,JURONG WEST ST 91 915,Pioneer,1.468,17.61666667,10
889,1.342589722,103.691519,JURONG WEST ST 91 952,Pioneer,1.031,12.36666667,10
890,1.343880688,103.6887953,JURONG WEST ST 91 941,Pioneer,1.422,17.06666667,10
891,1.344601587,103.689713,JURONG WEST ST 91 944,Pioneer,1.325,15.9,10
892,1.340149983,103.6891464,JURONG WEST ST 92 925,Pioneer,1.242,14.9,10
893,1.339810297,103.6883187,JURONG WEST ST 92 920,Pioneer,1.38,16.55,10
894,1.335775995,103.6954323,JURONG WEST ST 93 989D,Pioneer,0.439,5.266666667,13
895,1.33969366,103.6939154,JURONG WEST ST 93 977,Pioneer,0.605,7.266666667,11
896,1.337460885,103.723845,TAH CHING RD 329,Lakeside,1.175,14.1,28
897,1.327936965,103.7241782,YUAN CHING RD 138A,Lakeside,2.26,27.11666667,24
898,1.335803034,103.7209806,YUNG AN RD 360,Lakeside,1.361,16.33333333,27
899,1.331246577,103.7222558,YUNG KUANG RD 166B,Lakeside,2.134,25.61666667,23
900,1.331288102,103.7219593,YUNG KUANG RD 166A,Lakeside,2.179,26.15,22
901,1.333321401,103.7222886,YUNG SHENG RD 184,Lakeside,1.67,20.05,24
902,1.347131796,103.707996,BOON LAY DR 268C,Boon Lay,1.399,16.78333333,21
903,1.34413571,103.7156575,BOON LAY DR 203,Lakeside,0.845,10.15,29
904,1.338972224,103.7198388,CORPORATION DR 351,Lakeside,0.955,11.45,29
905,1.337725927,103.7201847,CORPORATION DR 365,Lakeside,1.247,14.96666667,28
906,1.351832419,103.7040078,JURONG WEST AVE 3 273C,Boon Lay,1.958,23.5,18
907,1.341532478,103.7056699,JURONG WEST CTRL 1 687,Boon Lay,0.571,6.85,21
908,1.350520817,103.7048622,JURONG WEST ST 24 272B,Boon Lay,1.795,21.55,18
909,1.352982027,103.714914,JURONG WEST ST 42 547,Lakeside,1.45,17.38333333,28
910,1.352752905,103.7177634,JURONG WEST ST 42 552,Lakeside,1.34,16.08333333,29
911,1.336161152,103.6979399,JURONG WEST ST 61 654B,Pioneer,0.378,4.533333333,16
912,1.338018677,103.6969043,JURONG WEST ST 61 650A,Pioneer,0.162,1.95,16
913,1.338387692,103.6981926,JURONG WEST ST 61 648B,Pioneer,0.279,3.35,17
914,1.340513135,103.6988816,JURONG WEST ST 61 622,Pioneer,0.592,7.1,17
915,1.335679446,103.7051412,JURONG WEST ST 64 661A,Boon Lay,0.538,6.466666667,19
916,1.337480828,103.7040163,JURONG WEST ST 64 662C,Boon Lay,0.288,3.45,19
917,1.342793288,103.698397,JURONG WEST ST 65 635,Pioneer,0.869,10.41666667,15
918,1.337936443,103.6992828,JURONG WEST ST 65 606,Pioneer,0.36,4.316666667,17
919,1.341229193,103.6943936,JURONG WEST ST 71 706,Pioneer,0.615,7.383333333,12
