,lat,long,address,closestMRTStation,distToMRTStation,timeToMRTStation,MRTStationsIn10km
34,1.37045937,103.8374193,ANG MO KIO AVE 4 110,Ang Mo Kio,1.651,19.8,59
35,1.380541389,103.8410683,ANG MO KIO AVE 4 630,Yio Chu Kang,0.675,8.1,53
36,1.374694232,103.8364629,ANG MO KIO AVE 4 172,Yio Chu Kang,1.612,19.35,53
37,1.375877238,103.8400675,ANG MO KIO AVE 4 155,Yio Chu Kang,1.198,14.366666666666667,57
38,1.370615176,103.8359677,ANG MO KIO AVE 4 256,Ang Mo Kio,1.789,21.466666666666665,56
39,1.37992682,103.8414324,ANG MO KIO AVE 4 632,Yio Chu Kang,0.658,7.9,55
40,1.376711053,103.8411682,ANG MO KIO AVE 5 151,Yio Chu Kang,1.017,12.216666666666667,44
41,1.376793099,103.8371422,ANG MO KIO AVE 5 181,Yio Chu Kang,1.362,16.35,52
42,1.38020079,103.8357557,ANG MO KIO AVE 5 603,Yio Chu Kang,1.56,18.716666666666665,46
43,1.378292052,103.8372519,ANG MO KIO AVE 5 611,Yio Chu Kang,1.256,15.066666666666666,48
44,1.375593367,103.8533478,ANG MO KIO AVE 5 538,Ang Mo Kio,1.182,14.183333333333334,63
45,1.376687626,103.8401595,ANG MO KIO AVE 5 152,Yio Chu Kang,1.099,13.2,57
46,1.370888391,103.8447645,ANG MO KIO AVE 6 124,Ang Mo Kio,0.794,9.516666666666667,69
47,1.372736969,103.8501949,ANG MO KIO AVE 8 513,Ang Mo Kio,0.476,5.716666666666667,67
48,1.374825895,103.8489561,ANG MO KIO AVE 8 504,Ang Mo Kio,0.608,7.3,67
49,1.382198677,103.8412115,ANG MO KIO AVE 9 625,Yio Chu Kang,0.73,8.766666666666667,49
50,1.36583937,103.8446308,ANG MO KIO AVE 1 307B,Ang Mo Kio,1.021,12.25,73
51,1.363195557,103.851616,ANG MO KIO AVE 1 337,Ang Mo Kio,0.945,11.35,77
52,1.365391066,103.8568036,ANG MO KIO AVE 10 467,Ang Mo Kio,1.248,14.966666666666667,77
53,1.364453356,103.8536552,ANG MO KIO AVE 10 415,Ang Mo Kio,0.873,10.466666666666667,77
54,1.366970817,103.8539066,ANG MO KIO AVE 10 438,Ang Mo Kio,0.801,9.6,76
55,1.367341586,103.8540411,ANG MO KIO AVE 10 436,Ang Mo Kio,0.778,9.333333333333334,74
56,1.368939065,103.8544123,ANG MO KIO AVE 3 428,Ang Mo Kio,0.696,8.35,72
57,1.370832028,103.843547,ANG MO KIO AVE 3 128,Ang Mo Kio,0.973,11.666666666666666,65
58,1.367069338,103.8479025,ANG MO KIO AVE 3 326,Ang Mo Kio,0.774,9.3,70
59,1.366599083,103.8468744,ANG MO KIO AVE 3 329,Ang Mo Kio,0.764,9.166666666666666,70
60,1.378907914,103.8386027,ANG MO KIO AVE 4 612,Yio Chu Kang,1.086,13.033333333333333,49
61,1.373295936,103.8354757,ANG MO KIO AVE 4 118,Yio Chu Kang,1.891,22.7,52
62,1.371785181,103.8359657,ANG MO KIO AVE 4 113,Yio Chu Kang,1.852,22.216666666666665,56
63,1.3785821,103.8367603,ANG MO KIO AVE 5 608,Yio Chu Kang,1.284,15.4,46
64,1.374169237,103.8530019,ANG MO KIO AVE 5 533,Ang Mo Kio,1.031,12.383333333333333,65
65,1.376260674,103.841231,ANG MO KIO AVE 5 154,Yio Chu Kang,1.068,12.816666666666666,58
66,1.381582081,103.8432735,ANG MO KIO AVE 6 634,Yio Chu Kang,0.277,3.316666666666667,56
67,1.369410495,103.8460598,ANG MO KIO AVE 6 700B,Ang Mo Kio,0.567,6.8,71
68,1.369289348,103.8341319,ANG MO KIO ST 21 260A,Ang Mo Kio,2.049,24.583333333333332,54
69,1.364765986,103.8469079,ANG MO KIO ST 31 316A,Ang Mo Kio,0.992,11.9,75
70,1.364424744,103.850864,ANG MO KIO ST 32 352,Ang Mo Kio,0.88,10.566666666666666,75
71,1.368564848,103.8579431,ANG MO KIO ST 44 455C,Ang Mo Kio,1.118,13.416666666666666,73
72,1.368330179,103.8584957,ANG MO KIO ST 44 455B,Ang Mo Kio,1.176,14.116666666666667,72
73,1.371186426,103.8529803,ANG MO KIO ST 51 590B,Ang Mo Kio,0.547,6.566666666666666,69
74,1.370933241,103.8519408,ANG MO KIO ST 51 591A,Ang Mo Kio,0.459,5.5,69
75,1.371221785,103.8538532,ANG MO KIO ST 51 590A,Ang Mo Kio,0.691,8.283333333333333,67
76,1.371754007,103.8538833,ANG MO KIO ST 52 588D,Ang Mo Kio,0.781,9.383333333333333,66
77,1.365725522,103.8457506,ANG MO KIO AVE 1 306,Ang Mo Kio,1.063,12.766666666666667,73
78,1.361477078,103.8553004,ANG MO KIO AVE 10 402,Ang Mo Kio,1.298,15.583333333333334,77
79,1.368581482,103.8315578,ANG MO KIO AVE 2 259,Ang Mo Kio,2.378,28.55,52
80,1.375848226,103.8361572,ANG MO KIO AVE 4 176,Yio Chu Kang,1.579,18.933333333333334,53
81,1.37795244,103.8384469,ANG MO KIO AVE 4 618,Yio Chu Kang,1.24,14.883333333333333,50
82,1.373405406,103.8511342,ANG MO KIO AVE 5 520,Ang Mo Kio,0.658,7.9,65
83,1.369441594,103.8464882,ANG MO KIO AVE 6 700C,Ang Mo Kio,0.519,6.216666666666667,71
84,1.371096498,103.8462315,ANG MO KIO AVE 6 714,Ang Mo Kio,0.605,7.25,71
85,1.369460545,103.834659,ANG MO KIO ST 21 253,Ang Mo Kio,1.987,23.833333333333332,56
86,1.364068079,103.8516123,ANG MO KIO ST 32 353,Ang Mo Kio,0.892,10.716666666666667,75
87,1.37183157,103.853671,ANG MO KIO ST 52 588C,Ang Mo Kio,0.808,9.7,66
88,1.371935719,103.8501433,ANG MO KIO ST 52 596C,Ang Mo Kio,0.629,7.55,65
89,1.371827009,103.8388037,ANG MO KIO ST 11 104A,Ang Mo Kio,1.496,17.95,59
90,1.324862467,103.9337921,BEDOK CTRL 219D,Bedok,0.654,7.85,40
91,1.32842001,103.9274827,BEDOK NTH AVE 1 424,Bedok,0.881,10.566666666666666,40
92,1.330464621,103.9281343,BEDOK NTH AVE 1 520,Bedok,1.036,12.433333333333334,40
93,1.33269318,103.9266174,BEDOK NTH AVE 1 550,Bedok Reservoir,1.085,13.033333333333333,41
94,1.328403828,103.9306849,BEDOK NTH AVE 2 416,Bedok,0.777,9.316666666666666,40
95,1.329291261,103.9310907,BEDOK NTH AVE 2 412,Bedok,0.901,10.816666666666666,39
96,1.327887859,103.9318358,BEDOK NTH AVE 2 410,Bedok,0.776,9.316666666666666,40
97,1.333298521,103.9366015,BEDOK NTH AVE 4 104,Bedok Reservoir,0.782,9.383333333333333,35
98,1.333482591,103.9375425,BEDOK NTH AVE 4 103,Bedok Reservoir,0.889,10.666666666666666,34
99,1.328296665,103.9420675,BEDOK NTH RD 76,Tanah Merah,0.729,8.75,32
100,1.329369602,103.9290675,BEDOK NTH RD 425,Bedok,0.903,10.833333333333334,40
101,1.33143368,103.9368654,BEDOK NTH RD 115,Bedok Reservoir,0.96,11.516666666666667,35
102,1.329800633,103.9289857,BEDOK NTH RD 426,Bedok,0.961,11.533333333333333,40
103,1.327744679,103.9288744,BEDOK NTH ST 1 420,Bedok,0.687,8.233333333333333,40
104,1.327356574,103.9337678,BEDOK NTH ST 1 218,Bedok,0.882,10.583333333333334,39
105,1.328617198,103.9377871,BEDOK NTH ST 2 122,Bedok Reservoir,1.296,15.55,33
106,1.333580162,103.9242187,BEDOK NTH ST 3 533,Bedok North,0.989,11.866666666666667,43
107,1.334191739,103.9253866,BEDOK NTH ST 3 532,Bedok Reservoir,1.151,13.816666666666666,42
108,1.334215519,103.9291298,BEDOK NTH ST 3 526,Bedok Reservoir,0.713,8.566666666666666,37
109,1.334601139,103.9294453,BEDOK NTH ST 3 525,Bedok Reservoir,0.628,7.55,36
110,1.331488468,103.9324654,BEDOK NTH ST 3 503,Bedok Reservoir,0.758,9.1,36
111,1.332627151,103.9281721,BEDOK NTH ST 3 554,Bedok Reservoir,0.99,11.883333333333333,39
112,1.331311113,103.9253078,BEDOK NTH ST 3 539,Bedok,1.278,15.333333333333334,41
113,1.333129919,103.9261531,BEDOK NTH ST 3 531,Bedok Reservoir,1.101,13.216666666666667,41
114,1.333541189,103.9231908,BEDOK NTH ST 3 536,Bedok North,0.868,10.416666666666666,44
115,1.330820059,103.9255958,BEDOK NTH ST 3 546,Bedok,1.204,14.45,41
116,1.331640712,103.9311677,BEDOK NTH ST 3 501,Bedok Reservoir,0.856,10.266666666666667,38
117,1.331633531,103.9413713,BEDOK NTH ST 4 188A,Tanah Merah,0.976,11.716666666666667,29
118,1.330037362,103.9408422,BEDOK NTH ST 4 186B,Tanah Merah,1.01,12.116666666666667,32
119,1.336293914,103.9212423,BEDOK RESERVOIR CRES 748B,Bedok North,0.516,6.2,50
120,1.328770222,103.9093814,BEDOK RESERVOIR RD 103,Kaki Bukit,0.909,10.916666666666666,65
121,1.335416065,103.9223501,BEDOK RESERVOIR RD 709,Bedok North,0.673,8.066666666666666,47
122,1.332846429,103.9111713,BEDOK RESERVOIR RD 127,Kaki Bukit,0.465,5.583333333333333,68
123,1.331413249,103.9086889,BEDOK RESERVOIR RD 117,Kaki Bukit,0.47,5.65,72
124,1.338025856,103.922835,BEDOK RESERVOIR RD 740,Bedok North,0.776,9.316666666666666,48
125,1.325821355,103.9449192,BEDOK STH AVE 1 3,Tanah Merah,0.345,4.133333333333334,30
126,1.323298617,103.9327626,BEDOK STH AVE 1 23,Bedok,0.653,7.833333333333333,40
127,1.322831737,103.9328522,BEDOK STH AVE 1 22,Bedok,0.697,8.366666666666667,40
128,1.322837033,103.9391245,BEDOK STH AVE 2 33,Tanah Merah,1.168,14.016666666666667,33
129,1.325341025,103.9254354,CHAI CHEE AVE 36,Bedok,0.732,8.783333333333333,46
130,1.324541085,103.9212383,CHAI CHEE RD 60,Kembangan,1.147,13.75,49
131,1.325778506,103.9224247,CHAI CHEE RD 21,Bedok,1.087,13.033333333333333,47
132,1.32723389,103.9222175,CHAI CHEE RD 19,Bedok,1.266,15.183333333333334,48
133,1.329478409,103.9211051,CHAI CHEE ST 54,Bedok North,1.366,16.4,49
134,1.327361556,103.9261194,CHAI CHEE ST 41,Bedok,0.861,10.333333333333334,44
135,1.323526782,103.9364239,NEW UPP CHANGI RD 30,Bedok,1.049,12.583333333333334,36
136,1.324124329,103.934921,NEW UPP CHANGI RD 27,Bedok,0.798,9.566666666666666,39
137,1.32369452,103.9349949,NEW UPP CHANGI RD 28,Bedok,0.852,10.233333333333333,38
138,1.323958134,103.9363413,NEW UPP CHANGI RD 29,Bedok,1.049,12.583333333333334,36
139,1.324252012,103.9415719,NEW UPP CHANGI RD 57,Tanah Merah,0.776,9.316666666666666,32
140,1.333367155,103.9291777,BEDOK NTH AVE 2 512,Bedok Reservoir,0.808,9.7,38
141,1.328309778,103.9317618,BEDOK NTH AVE 2 411,Bedok,0.823,9.883333333333333,40
142,1.331561511,103.9291153,BEDOK NTH AVE 2 518,Bedok Reservoir,1.045,12.533333333333333,39
143,1.327562572,103.9357346,BEDOK NTH AVE 3 133,Bedok,1.132,13.583333333333334,37
144,1.332980717,103.932599,BEDOK NTH AVE 3 507,Bedok Reservoir,0.563,6.766666666666667,35
145,1.329539942,103.9276501,BEDOK NTH RD 428,Bedok,0.991,11.883333333333333,40
146,1.32643686,103.9418509,BEDOK NTH RD 183,Tanah Merah,0.633,7.6,32
147,1.336636818,103.9189953,BEDOK NTH RD 705,Bedok North,0.27,3.2333333333333334,54
148,1.326869941,103.9418328,BEDOK NTH RD 182,Tanah Merah,0.682,8.2,32
149,1.327260072,103.9408488,BEDOK NTH RD 78,Tanah Merah,0.812,9.75,32
150,1.33018552,103.9387166,BEDOK NTH RD 119,Bedok Reservoir,1.291,15.5,32
151,1.326713488,103.9408922,BEDOK NTH RD 180,Tanah Merah,0.816,9.8,32
152,1.336206911,103.9190168,BEDOK NTH RD 706,Bedok North,0.224,2.683333333333333,54
153,1.32775289,103.9367093,BEDOK NTH ST 2 132,Bedok,1.241,14.883333333333333,35
154,1.328321333,103.9365822,BEDOK NTH ST 2 134,Bedok Reservoir,1.191,14.3,35
155,1.330051424,103.924118,BEDOK NTH ST 3 545,Bedok,1.242,14.9,42
156,1.331782451,103.9392084,BEDOK NTH ST 4 84,Bedok Reservoir,1.204,14.45,32
157,1.336639559,103.9212844,BEDOK RESERVOIR CRES 747A,Bedok North,0.519,6.233333333333333,50
158,1.336792064,103.9219826,BEDOK RESERVOIR CRES 747C,Bedok North,0.635,7.616666666666666,49
159,1.328449133,103.9099374,BEDOK RESERVOIR RD 101,Kaki Bukit,0.936,11.233333333333333,65
160,1.335769298,103.9127796,BEDOK RESERVOIR RD 149,Kaki Bukit,0.472,5.65,68
161,1.336954394,103.9289606,BEDOK RESERVOIR RD 723,Bedok Reservoir,0.658,7.9,36
162,1.332249812,103.9158687,BEDOK RESERVOIR RD 615,Bedok North,0.539,6.466666666666667,58
163,1.331978868,103.9106237,BEDOK RESERVOIR RD 122,Kaki Bukit,0.476,5.716666666666667,69
164,1.335576195,103.9115458,BEDOK RESERVOIR RD 151,Kaki Bukit,0.297,3.566666666666667,71
165,1.331305178,103.9099922,BEDOK RESERVOIR RD 121,Kaki Bukit,0.494,5.916666666666667,71
166,1.336354906,103.9202036,BEDOK RESERVOIR RD 704,Bedok North,0.378,4.533333333333333,50
167,1.330892472,103.9099209,BEDOK RESERVOIR RD 120,Kaki Bukit,0.566,6.783333333333333,69
168,1.331893274,103.917027,BEDOK RESERVOIR RD 613,Bedok North,0.502,6.033333333333333,58
169,1.33621989,103.9343276,BEDOK RESERVOIR VIEW 762,Bedok Reservoir,0.186,2.2333333333333334,36
170,1.336181973,103.9340432,BEDOK RESERVOIR VIEW 761,Bedok Reservoir,0.152,1.8333333333333333,36
171,1.322332207,103.9397662,BEDOK STH AVE 2 35,Tanah Merah,1.185,14.216666666666667,33
172,1.319048522,103.9456221,BEDOK STH AVE 3 159,Tanah Merah,1.226,14.716666666666667,26
173,1.321478478,103.940721,BEDOK STH RD 42,Tanah Merah,1.23,14.75,32
174,1.321115548,103.9416755,BEDOK STH RD 44,Tanah Merah,1.178,14.15,30
175,1.320986319,103.93981,BEDOK STH RD 40,Tanah Merah,1.361,16.333333333333332,32
176,1.323311612,103.9236205,CHAI CHEE RD 26,Bedok,0.856,10.283333333333333,48
177,1.32789303,103.9238749,CHAI CHEE RD 808C,Bedok,1.066,12.783333333333333,46
178,1.329304314,103.9224158,CHAI CHEE ST 50,Bedok,1.309,15.7,48
179,1.323976876,103.9106896,LENGKONG TIGA 110,Kembangan,0.608,7.3,67
180,1.323903872,103.9425114,NEW UPP CHANGI RD 52,Tanah Merah,0.769,9.216666666666667,30
181,1.324678528,103.9397703,NEW UPP CHANGI RD 65,Tanah Merah,0.867,10.4,33
182,1.331493663,103.9278187,BEDOK NTH AVE 1 553,Bedok Reservoir,1.179,14.15,40
183,1.330236932,103.9135081,BEDOK RESERVOIR RD 605,Bedok North,0.933,11.2,61
184,1.334399074,103.9145012,BEDOK RESERVOIR RD 629,Bedok North,0.564,6.766666666666667,61
185,1.332569536,103.9177508,BEDOK RESERVOIR RD 613A,Bedok North,0.431,5.166666666666667,56
186,1.337552089,103.9254493,BEDOK RESERVOIR RD 717,Bedok North,1.061,12.733333333333333,42
187,1.335925042,103.9384609,BEDOK RESERVOIR VIEW 770,Bedok Reservoir,0.712,8.55,34
188,1.335934062,103.9388663,BEDOK RESERVOIR VIEW 771,Bedok Reservoir,0.765,9.183333333333334,33
189,1.318286638,103.9454818,BEDOK STH AVE 3 156,Tanah Merah,1.268,15.216666666666667,26
190,1.319952059,103.9337182,BEDOK STH RD 20,Bedok,1.057,12.683333333333334,36
191,1.331273948,103.9061715,JLN TENAGA 646,Kaki Bukit,0.717,8.6,78
192,1.324860878,103.942554,NEW UPP CHANGI RD 54,Tanah Merah,0.61,7.316666666666666,32
193,1.322754699,103.9407764,NEW UPP CHANGI RD 61,Tanah Merah,1.037,12.45,32
194,1.33056066,103.9098389,BEDOK RESERVOIR RD 114,Kaki Bukit,0.597,7.166666666666667,68
195,1.330673944,103.9087384,BEDOK RESERVOIR RD 115,Kaki Bukit,0.581,6.966666666666667,71
196,1.330388938,103.9052209,BEDOK RESERVOIR RD 633,Kaki Bukit,0.857,10.283333333333333,79
197,1.336292448,103.9261017,BEDOK RESERVOIR RD 721,Bedok Reservoir,0.954,11.45,39
198,1.334759317,103.9087091,JLN DAMAI 663,Kaki Bukit,0.102,1.2166666666666666,71
199,1.347918389,103.8487501,BISHAN ST 12 115,Bishan,0.559,6.716666666666667,78
200,1.349922085,103.8517541,BISHAN ST 13 188,Bishan,0.715,8.583333333333334,74
201,1.350480166,103.8387713,SHUNFU RD 307,Marymount,0.246,2.966666666666667,75
202,1.354352709,103.8358237,SIN MING RD 23,Marymount,0.886,10.65,68
203,1.357284441,103.8393967,SIN MING RD 22,Marymount,1.245,14.95,65
204,1.343877033,103.8551064,BISHAN ST 11 147,Bishan,1.448,17.383333333333333,76
205,1.346487206,103.8504611,BISHAN ST 12 123,Bishan,0.79,9.483333333333333,79
206,1.347231851,103.848809,BISHAN ST 12 113,Bishan,0.683,8.2,78
207,1.356017365,103.8456681,BISHAN ST 22 292,Bishan,0.93,11.166666666666666,69
208,1.361084999,103.8446356,BISHAN ST 22 243,Bishan,1.444,17.333333333333332,69
209,1.358546005,103.8471273,BISHAN ST 23 226,Bishan,1.092,13.1,69
210,1.357930021,103.8420881,BISHAN ST 24 266,Marymount,1.185,14.216666666666667,71
211,1.35831238,103.8420882,BISHAN ST 24 265,Marymount,1.227,14.733333333333333,70
212,1.357614887,103.8421456,BISHAN ST 24 268,Marymount,1.13,13.566666666666666,72
213,1.350882203,103.8393397,SHUNFU RD 311,Marymount,0.228,2.7333333333333334,75
214,1.358510909,103.830067,SIN MING AVE 451,Marymount,1.926,23.116666666666667,55
215,1.345512491,103.8483142,BISHAN ST 12 103,Bishan,0.803,9.633333333333333,77
216,1.349198229,103.8561944,BISHAN ST 13 165,Bishan,1.156,13.883333333333333,76
217,1.348003411,103.8553957,BISHAN ST 13 167,Bishan,1.071,12.866666666666667,76
218,1.347751187,103.8542583,BISHAN ST 13 173,Bishan,1.037,12.433333333333334,76
219,1.356939028,103.845176,BISHAN ST 24 288,Bishan,0.928,11.133333333333333,72
220,1.35591015,103.8451584,BISHAN ST 24 291,Bishan,0.981,11.766666666666667,69
221,1.35673539,103.8435198,BISHAN ST 24 275A,Bishan,1.161,13.95,69
222,1.347579595,103.8559485,BISHAN ST 13 162,Bishan,1.173,14.1,77
223,1.34956737,103.8515031,BISHAN ST 13 187,Bishan,0.675,8.1,74
224,1.359716874,103.8431031,BISHAN ST 22 257,Bishan,1.395,16.75,69
225,1.351074378,103.7387554,BT BATOK WEST AVE 8 445B,Chinese Garden,1.666,19.983333333333334,32
226,1.348757884,103.7594517,BT BATOK EAST AVE 4 269,Bukit Batok,1.456,17.466666666666665,37
227,1.350008396,103.7598628,BT BATOK EAST AVE 4 265,Bukit Batok,1.477,17.733333333333334,38
228,1.348815442,103.7579519,BT BATOK EAST AVE 4 272,Bukit Batok,1.214,14.583333333333334,37
229,1.348483521,103.7563004,BT BATOK EAST AVE 5 235,Bukit Batok,0.973,11.683333333333334,37
230,1.348825265,103.7551276,BT BATOK EAST AVE 5 233,Bukit Batok,0.806,9.666666666666666,37
231,1.349832265,103.7547382,BT BATOK EAST AVE 5 238,Bukit Batok,0.815,9.783333333333333,37
232,1.349182698,103.7572392,BT BATOK EAST AVE 5 244,Bukit Batok,1.199,14.4,37
233,1.350959508,103.7562334,BT BATOK EAST AVE 5 242,Bukit Batok,1.018,12.216666666666667,37
234,1.344728446,103.7546076,BT BATOK EAST AVE 6 292A,Bukit Batok,1.025,12.3,37
235,1.348884904,103.7420358,BT BATOK ST 11 160,Bukit Batok,1.035,12.416666666666666,36
236,1.346774967,103.7533359,BT BATOK ST 21 215,Bukit Batok,0.78,9.366666666666667,37
237,1.34502077,103.7552859,BT BATOK ST 21 293D,Bukit Batok,1.3,15.6,37
238,1.360576605,103.746834,BT BATOK ST 32 316,Bukit Gombak,0.735,8.833333333333334,31
239,1.361316993,103.7477412,BT BATOK ST 33 321,Bukit Gombak,0.661,7.933333333333334,31
240,1.355906982,103.7504116,BT BATOK ST 51 534,Bukit Gombak,0.449,5.383333333333334,34
241,1.352248316,103.7546638,BT BATOK ST 52 506,Bukit Batok,0.895,10.733333333333333,36
242,1.35669994,103.7523064,BT BATOK ST 52 523,Bukit Gombak,0.371,4.45,34
243,1.355115164,103.7508779,BT BATOK ST 52 537,Bukit Gombak,0.548,6.583333333333333,34
244,1.363268779,103.7466107,BT BATOK WEST AVE 4 415,Bukit Gombak,0.993,11.916666666666666,30
245,1.363576106,103.7459774,BT BATOK WEST AVE 4 414,Bukit Gombak,1.086,13.05,30
246,1.35106126,103.7458574,BT BATOK WEST AVE 6 130,Bukit Batok,0.685,8.216666666666667,36
247,1.345132839,103.744862,BT BATOK WEST AVE 6 194B,Bukit Batok,0.861,10.333333333333334,37
248,1.351429752,103.7460307,BT BATOK WEST AVE 6 129,Bukit Batok,0.701,8.416666666666666,36
249,1.35073333,103.7462613,BT BATOK WEST AVE 6 131,Bukit Batok,0.584,7,37
250,1.345557925,103.742841,BT BATOK WEST AVE 8 180,Bukit Batok,1.022,12.266666666666667,37
251,1.351719749,103.7490228,BT BATOK CTRL 626,Bukit Batok,0.512,6.15,37
252,1.351341461,103.7495086,BT BATOK CTRL 624,Bukit Batok,0.446,5.35,37
253,1.350616557,103.7565642,BT BATOK EAST AVE 5 249,Bukit Batok,1.091,13.083333333333334,37
254,1.344779532,103.7539617,BT BATOK EAST AVE 6 292B,Bukit Batok,0.954,11.45,37
255,1.344975788,103.7536147,BT BATOK EAST AVE 6 292C,Bukit Batok,0.91,10.933333333333334,38
256,1.345935656,103.7546509,BT BATOK ST 21 293A,Bukit Batok,0.899,10.8,37
257,1.346000907,103.7503677,BT BATOK ST 21 211,Bukit Batok,0.509,6.116666666666666,38
258,1.345949255,103.7542483,BT BATOK ST 21 293B,Bukit Batok,0.879,10.55,37
259,1.344093582,103.7464092,BT BATOK ST 22 296A,Bukit Batok,0.68,8.15,38
260,1.343697967,103.7481581,BT BATOK ST 22 296C,Bukit Batok,0.815,9.766666666666667,38
261,1.343157,103.7558623,BT BATOK ST 24 291B,Bukit Batok,1.34,16.1,37
262,1.343377778,103.7571747,BT BATOK ST 24 290G,Bukit Batok,1.402,16.833333333333332,37
263,1.346100328,103.7597547,BT BATOK ST 25 288C,Bukit Batok,1.554,18.65,38
264,1.34463617,103.7590468,BT BATOK ST 25 289F,Bukit Batok,1.482,17.783333333333335,37
265,1.364928925,103.7483655,BT BATOK ST 32 336,Bukit Gombak,0.993,11.916666666666666,30
266,1.362601611,103.7474249,BT BATOK ST 33 325,Bukit Gombak,0.844,10.133333333333333,30
267,1.363126337,103.7474185,BT BATOK ST 33 329,Bukit Gombak,0.924,11.1,30
268,1.362471404,103.7505611,BT BATOK ST 34 346,Bukit Gombak,0.483,5.783333333333333,31
269,1.354054852,103.7523202,BT BATOK ST 52 513,Bukit Gombak,0.69,8.283333333333333,34
270,1.362890991,103.7465392,BT BATOK WEST AVE 4 417,Bukit Gombak,0.956,11.466666666666667,30
271,1.366316899,103.7522876,BT BATOK WEST AVE 5 395,Bukit Gombak,0.922,11.066666666666666,30
272,1.362323152,103.7522172,BT BATOK WEST AVE 5 383,Bukit Gombak,0.434,5.2,31
273,1.363939422,103.752556,BT BATOK WEST AVE 5 386,Bukit Gombak,0.625,7.5,31
274,1.346513441,103.7446144,BT BATOK WEST AVE 6 187,Bukit Batok,0.803,9.633333333333333,37
275,1.344680501,103.7455139,BT BATOK WEST AVE 6 194A,Bukit Batok,0.744,8.933333333333334,37
276,1.350009516,103.7464996,BT BATOK WEST AVE 6 118,Bukit Batok,0.51,6.133333333333334,37
277,1.355138388,103.7370315,BT BATOK WEST AVE 8 440D,Chinese Garden,2.335,28.016666666666666,30
